city,area,rooms,bathroom,parking spaces,floor,animal,furniture,hoa,rent amount,property tax,fire insurance,total
Rio de Janeiro,62,3,2,1,6,not acept,furnished,"R$1,550","R$4,800",R$167,R$61,"R$6,578"
Porto Alegre,130,2,2,1,-,acept,not furnished,"R$1,100","R$4,300",R$100,R$55,"R$5,555"
Belo Horizonte,600,4,6,3,-,acept,not furnished,"R$1,123","R$5,500",R$819,R$83,"R$7,525"
Sao Paulo,520,3,4,2,-,acept,not furnished,R$0,"R$9,000","R$1,500",R$136,"R$10,640"
Rio de Janeiro,86,1,2,1,13,acept,furnished,"R$1,800","R$6,500",R$375,R$83,"R$8,758"
Campinas,72,2,2,1,6,acept,not furnished,"R$1,100","R$5,431",R$334,R$69,"R$6,934"
Porto Alegre,550,4,4,4,-,acept,not furnished,R$0,"R$14,000","R$1,334",R$211,"R$15,550"
Campinas,50,1,1,0,-,not acept,not furnished,R$0,"R$1,220",R$0,R$19,"R$1,239"
Porto Alegre,298,5,3,3,-,acept,not furnished,R$0,"R$8,000","R$1,384",R$121,"R$9,505"
Sao Paulo,74,3,2,1,10,acept,not furnished,R$700,"R$1,800",R$120,R$23,"R$2,643"
Rio de Janeiro,41,1,1,0,17,acept,furnished,R$450,"R$2,470",R$0,R$32,"R$2,952"
Sao Paulo,80,3,2,2,2,acept,not furnished,R$750,"R$1,450",R$110,R$19,"R$2,329"
Campinas,130,3,2,1,1,acept,not furnished,"R$1,200","R$4,500",R$100,R$58,"R$5,858"
Porto Alegre,64,1,2,2,15,acept,not furnished,R$691,"R$2,100",R$92,R$27,"R$2,910"
Belo Horizonte,50,1,1,1,9,not acept,not furnished,"R$1,170","R$2,730",R$9,R$35,"R$3,944"
Belo Horizonte,200,3,2,4,-,acept,not furnished,R$0,"R$3,500",R$0,R$53,"R$3,553"
Porto Alegre,70,1,1,2,9,acept,furnished,"R$2,150","R$7,000",R$542,R$89,"R$9,781"
Campinas,41,1,1,1,11,acept,not furnished,R$390,"R$1,950",R$65,R$14,"R$2,419"
Porto Alegre,89,2,2,0,2,acept,not furnished,"R$1,000","R$1,900",R$0,R$25,"R$2,925"
Porto Alegre,250,4,2,8,-,acept,not furnished,R$0,"R$13,040",R$500,R$197,"R$13,740"
Sao Paulo,105,2,1,0,-,acept,not furnished,R$0,"R$1,800",R$125,R$28,"R$1,953"
Rio de Janeiro,150,2,2,1,-,acept,not furnished,R$1,"R$2,100",R$0,R$32,"R$2,133"
Campinas,50,2,1,1,14,not acept,not furnished,R$450,"R$1,950",R$0,R$25,"R$2,425"
Porto Alegre,180,3,2,1,-,acept,not furnished,Sem info,"R$5,400",R$459,R$82,"R$5,941"
Campinas,50,1,1,0,-,not acept,not furnished,R$0,"R$1,000",R$0,R$16,"R$1,016"
Rio de Janeiro,70,1,1,2,-,acept,not furnished,R$0,"R$1,450",R$5,R$22,"R$1,477"
Porto Alegre,177,2,2,2,-,acept,not furnished,R$0,"R$6,000",R$342,R$91,"R$6,433"
Sao Paulo,177,4,5,4,12,acept,not furnished,"R$1,500","R$9,200",R$959,R$117,"R$11,780"
Campinas,18,1,1,0,-,acept,not furnished,R$0,"R$1,710",R$0,R$22,"R$1,732"
Belo Horizonte,200,3,4,2,-,acept,not furnished,R$0,"R$2,900","R$1,100",R$44,"R$4,044"
Campinas,45,1,1,1,1,not acept,furnished,"R$3,000","R$5,520",R$0,R$70,"R$8,590"
Porto Alegre,70,2,1,1,3,acept,not furnished,R$220,R$750,R$43,R$10,"R$1,023"
Belo Horizonte,66,3,2,1,9,acept,not furnished,R$708,"R$2,179",R$13,R$28,"R$2,928"
Belo Horizonte,48,2,1,0,2,acept,not furnished,R$90,"R$1,150",R$90,R$15,"R$1,345"
Porto Alegre,515,5,4,3,5,acept,not furnished,"R$5,600","R$15,000",R$250,R$191,"R$21,040"
Rio de Janeiro,55,2,2,1,7,acept,not furnished,R$650,"R$2,000",R$0,R$26,"R$2,676"
Belo Horizonte,350,4,5,2,-,acept,not furnished,R$0,"R$5,000",R$325,R$76,"R$5,401"
Belo Horizonte,260,3,3,3,8,acept,furnished,"R$2,210","R$5,000",R$842,R$64,"R$8,116"
Belo Horizonte,78,2,1,1,7,acept,not furnished,R$645,"R$2,000",R$35,R$26,"R$2,706"
Sao Paulo,35,1,1,0,6,acept,furnished,R$420,"R$1,780",R$0,R$23,"R$2,223"
Belo Horizonte,106,2,1,2,-,not acept,not furnished,R$0,"R$2,100",R$110,R$32,"R$2,242"
Porto Alegre,500,3,3,5,-,acept,furnished,R$0,"R$15,000","R$1,125",R$226,"R$16,350"
Campinas,38,1,1,0,-,not acept,not furnished,Sem info,"R$1,650",R$0,R$25,"R$1,675"
Campinas,153,2,2,1,15,acept,furnished,"R$1,500","R$11,900",R$350,R$151,"R$13,900"
Sao Paulo,64,2,2,2,5,acept,not furnished,R$830,"R$1,600",R$205,R$21,"R$2,656"
Porto Alegre,260,3,4,4,-,acept,not furnished,R$0,"R$4,500",R$0,R$68,"R$4,568"
Sao Paulo,50,1,1,1,11,acept,not furnished,"R$1,500",R$500,R$105,R$7,"R$2,112"
Porto Alegre,170,3,2,1,14,acept,furnished,"R$1,700","R$4,500",R$85,R$58,"R$6,343"
Rio de Janeiro,120,2,2,2,15,acept,furnished,"R$1,043","R$4,880",R$264,R$62,"R$6,249"
Sao Paulo,700,4,5,2,10,acept,furnished,"R$3,000","R$8,000",R$402,R$102,"R$11,500"
Porto Alegre,270,5,7,2,-,acept,not furnished,R$0,"R$3,978",R$89,R$60,"R$4,127"
Porto Alegre,40,1,1,0,6,acept,not furnished,R$890,"R$3,463",R$0,R$32,"R$4,385"
Sao Paulo,640,4,4,4,12,acept,furnished,"R$5,400","R$10,200","R$1,584",R$130,"R$17,310"
Porto Alegre,40,1,1,0,-,acept,not furnished,R$0,R$980,R$59,R$15,"R$1,054"
Porto Alegre,40,2,1,0,3,acept,not furnished,R$348,"R$1,100",R$0,R$14,"R$1,462"
Rio de Janeiro,42,1,1,1,-,acept,furnished,R$450,"R$2,000",R$88,R$26,"R$2,564"
Rio de Janeiro,62,1,1,0,3,acept,not furnished,R$550,"R$2,100",R$0,R$27,"R$2,677"
Porto Alegre,106,2,3,2,18,not acept,furnished,R$950,"R$5,000",R$250,R$64,"R$6,264"
Campinas,103,3,2,1,7,acept,not furnished,R$944,"R$4,400",R$126,R$56,"R$5,526"
Porto Alegre,360,3,5,3,13,acept,not furnished,"R$4,300","R$8,500","R$1,500",R$108,"R$14,410"
Belo Horizonte,113,1,1,2,9,acept,furnished,R$650,"R$6,400",R$0,R$82,"R$7,132"
Sao Paulo,164,4,4,3,1,acept,not furnished,"R$1,840","R$6,000",R$550,R$77,"R$8,467"
Campinas,110,3,2,3,-,acept,not furnished,R$0,"R$2,800",R$15,R$43,"R$2,858"
Campinas,110,2,2,1,8,acept,furnished,"R$1,285","R$4,348",R$196,R$56,"R$5,885"
Porto Alegre,136,4,3,1,3,acept,not furnished,"R$1,800","R$4,200",R$312,R$54,"R$6,366"
Rio de Janeiro,65,1,1,1,9,acept,not furnished,R$380,"R$1,200",R$83,R$16,"R$1,679"
Belo Horizonte,62,2,1,1,8,not acept,not furnished,R$735,"R$1,345",R$35,R$18,"R$2,133"
Porto Alegre,163,3,5,3,20,acept,not furnished,"R$1,450","R$9,800",R$350,R$125,"R$11,730"
Belo Horizonte,47,2,1,1,12,acept,not furnished,R$597,"R$1,570",R$0,R$20,"R$2,187"
Rio de Janeiro,50,1,1,1,1,acept,not furnished,R$795,"R$3,500",R$213,R$45,"R$4,553"
Porto Alegre,79,3,2,2,6,acept,furnished,R$900,"R$3,000",R$209,R$39,"R$4,148"
Belo Horizonte,250,3,3,2,7,not acept,furnished,"R$1,400","R$5,380",R$234,R$69,"R$7,083"
Campinas,50,2,1,1,6,acept,not furnished,R$380,"R$1,210",R$0,R$16,"R$1,606"
Campinas,150,3,3,2,-,acept,not furnished,R$0,"R$5,000",R$235,R$76,"R$5,311"
Belo Horizonte,76,2,1,0,2,acept,not furnished,R$300,R$700,R$100,R$9,"R$1,109"
Belo Horizonte,72,2,2,1,7,acept,not furnished,R$520,"R$1,800",R$159,R$23,"R$2,502"
Rio de Janeiro,35,1,1,1,17,acept,furnished,"R$1,280","R$4,000",R$200,R$51,"R$5,531"
Sao Paulo,250,3,4,4,16,acept,not furnished,"R$3,421","R$10,700","R$1,224",R$136,"R$15,480"
Porto Alegre,85,3,1,1,9,not acept,not furnished,R$598,"R$1,110",R$63,R$15,"R$1,786"
Porto Alegre,60,1,1,1,14,acept,not furnished,R$583,"R$1,100",R$49,R$14,"R$1,746"
Campinas,47,2,1,1,-,acept,not furnished,R$255,"R$1,290",R$33,R$17,"R$1,595"
Sao Paulo,104,3,3,2,3,not acept,furnished,R$915,"R$9,000",R$254,R$115,"R$10,280"
Rio de Janeiro,203,3,1,2,-,acept,not furnished,R$0,"R$3,300",R$117,R$50,"R$3,467"
Rio de Janeiro,136,3,2,1,85,acept,not furnished,"R$1,513","R$3,500",R$260,R$45,"R$5,318"
Porto Alegre,53,1,1,1,3,acept,not furnished,R$694,"R$4,500",R$200,R$58,"R$5,452"
Sao Paulo,400,4,3,2,-,acept,not furnished,R$0,"R$15,000","R$1,870",R$226,"R$17,100"
Rio de Janeiro,40,1,1,1,14,acept,furnished,R$480,"R$4,200",R$75,R$54,"R$4,809"
Sao Paulo,38,1,1,0,6,acept,not furnished,R$0,"R$1,680",R$0,R$22,"R$1,702"
Campinas,340,4,6,4,8,acept,furnished,"R$3,100","R$2,800","R$1,667",R$36,"R$7,603"
Campinas,134,3,3,2,7,not acept,not furnished,"R$1,000","R$2,500",R$177,R$32,"R$3,709"
Sao Paulo,97,2,2,0,9,acept,furnished,R$453,"R$3,000",R$0,R$39,"R$3,492"
Porto Alegre,90,1,1,0,-,not acept,not furnished,Sem info,"R$1,150",R$59,R$18,"R$1,227"
Rio de Janeiro,260,4,5,2,1,acept,furnished,"R$2,600","R$8,000",R$417,R$102,"R$11,120"
Sao Paulo,66,2,1,0,7,acept,not furnished,R$356,"R$1,650",R$0,R$21,"R$2,027"
Rio de Janeiro,92,2,1,1,12,not acept,not furnished,"R$2,750","R$2,930",R$448,R$38,"R$6,166"
Campinas,92,3,3,1,3,acept,furnished,R$750,"R$4,250",R$21,R$54,"R$5,075"
Porto Alegre,155,3,4,2,14,acept,not furnished,"R$1,400","R$13,100",R$409,R$166,"R$15,080"
Rio de Janeiro,30,1,1,0,1,not acept,not furnished,Sem info,R$900,R$0,R$12,R$912
Porto Alegre,27,1,1,0,5,not acept,not furnished,"R$1,405","R$3,500",R$1,R$45,"R$4,951"
Rio de Janeiro,175,4,3,2,-,acept,not furnished,R$0,"R$3,200",R$380,R$49,"R$3,629"
Belo Horizonte,326,3,4,4,12,acept,not furnished,"R$2,808","R$6,500","R$1,605",R$83,"R$11,000"
Rio de Janeiro,236,4,5,4,7,acept,not furnished,"R$3,500","R$10,000","R$1,834",R$127,"R$15,460"
Belo Horizonte,119,3,1,1,5,acept,not furnished,R$926,"R$1,200",R$100,R$16,"R$2,242"
Porto Alegre,23,1,1,0,23,acept,not furnished,R$383,"R$2,050",R$40,R$26,"R$2,499"
Porto Alegre,260,2,4,4,19,not acept,not furnished,"R$2,000","R$8,000",R$667,R$102,"R$10,770"
Sao Paulo,400,3,3,2,-,not acept,not furnished,R$0,"R$12,000",R$0,R$181,"R$12,180"
Belo Horizonte,87,1,1,2,14,acept,furnished,R$870,"R$7,900",R$150,R$101,"R$9,021"
Rio de Janeiro,65,2,1,1,-,acept,not furnished,R$0,"R$1,800",R$0,R$28,"R$1,828"
Rio de Janeiro,210,3,4,4,11,acept,furnished,"R$2,000","R$15,000","R$1,000",R$191,"R$18,190"
Rio de Janeiro,250,3,4,2,-,acept,not furnished,R$0,"R$4,200",R$192,R$64,"R$4,456"
Porto Alegre,155,3,2,3,4,acept,furnished,"R$2,600","R$11,700",R$667,R$149,"R$15,120"
Rio de Janeiro,300,4,3,5,-,acept,not furnished,R$0,"R$4,100",R$20,R$62,"R$4,182"
Sao Paulo,70,3,2,2,4,acept,not furnished,R$500,"R$1,800",R$78,R$23,"R$2,401"
Porto Alegre,68,1,2,1,11,acept,not furnished,"R$1,200","R$4,500",R$100,R$58,"R$5,858"
Sao Paulo,220,3,5,3,4,not acept,furnished,"R$2,000","R$7,900",R$417,R$101,"R$10,420"
Campinas,91,3,2,2,12,acept,not furnished,R$700,"R$2,250",R$175,R$29,"R$3,154"
Porto Alegre,230,4,4,8,-,acept,not furnished,R$0,"R$5,100",R$320,R$77,"R$5,497"
Rio de Janeiro,48,2,1,0,4,acept,not furnished,R$288,R$950,R$45,R$13,"R$1,296"
Porto Alegre,90,2,2,2,15,not acept,furnished,"R$1,400","R$10,000",R$0,R$127,"R$11,530"
Sao Paulo,60,1,1,1,15,acept,furnished,"R$1,000","R$5,500",R$200,R$70,"R$6,770"
Rio de Janeiro,450,4,4,3,14,acept,not furnished,"R$5,500","R$15,000",R$0,R$191,"R$20,690"
Porto Alegre,16,1,1,0,1,not acept,not furnished,R$0,R$850,R$35,R$11,R$896
Campinas,100,3,2,1,8,acept,not furnished,"R$1,100","R$1,400",R$291,R$18,"R$2,809"
Sao Paulo,300,3,3,3,-,acept,not furnished,R$1,"R$3,400",R$417,R$52,"R$3,870"
Belo Horizonte,151,3,4,3,14,not acept,furnished,"R$1,700","R$6,800",R$475,R$87,"R$9,062"
Porto Alegre,150,3,4,3,12,acept,furnished,"R$2,092","R$7,608",R$730,R$97,"R$10,530"
Sao Paulo,57,2,1,1,7,acept,not furnished,R$570,"R$1,500",R$67,R$20,"R$2,157"
Belo Horizonte,30,1,1,1,4,not acept,furnished,"R$1,787","R$1,200",R$144,R$16,"R$3,147"
Campinas,53,1,1,1,8,acept,furnished,"R$1,350","R$3,110",R$85,R$40,"R$4,585"
Campinas,270,3,4,3,-,acept,not furnished,Sem info,"R$6,800",R$417,R$103,"R$7,320"
Belo Horizonte,78,2,2,2,8,acept,furnished,"R$1,400","R$5,800",R$334,R$74,"R$7,608"
Sao Paulo,20,1,1,0,1,not acept,furnished,R$150,"R$3,142",R$67,R$40,"R$3,399"
Sao Paulo,140,5,2,1,1,acept,furnished,R$0,"R$3,999",R$200,R$51,"R$4,250"
Porto Alegre,155,3,3,2,2,acept,furnished,"R$2,300","R$12,000",R$700,R$153,"R$15,150"
Porto Alegre,118,3,2,4,1,acept,not furnished,R$850,"R$2,250",R$334,R$29,"R$3,463"
Sao Paulo,235,4,4,3,13,acept,not furnished,"R$3,450","R$5,500",R$541,R$70,"R$9,561"
Rio de Janeiro,400,4,4,4,9,acept,not furnished,"R$4,700","R$9,000","R$1,125",R$115,"R$14,940"
Sao Paulo,80,2,2,1,6,not acept,not furnished,"R$1,015","R$3,500",R$117,R$45,"R$4,677"
Campinas,50,1,1,0,2,not acept,furnished,R$710,"R$3,100",R$85,R$12,"R$3,907"
Sao Paulo,55,2,2,1,9,acept,not furnished,R$337,"R$2,500",R$86,R$32,"R$2,955"
Sao Paulo,400,4,4,4,-,acept,not furnished,R$0,"R$8,500","R$1,250",R$128,"R$9,878"
Belo Horizonte,63,3,2,0,18,acept,not furnished,R$550,"R$1,800",R$0,R$23,"R$2,373"
Campinas,325,4,3,2,3,acept,not furnished,"R$4,500","R$8,500","R$1,111",R$108,"R$14,220"
Rio de Janeiro,200,3,3,2,7,not acept,furnished,"R$2,500","R$6,000",R$125,R$77,"R$8,702"
Porto Alegre,58,2,2,1,5,acept,furnished,R$790,"R$5,000",R$192,R$64,"R$6,046"
Rio de Janeiro,180,3,2,3,-,acept,not furnished,R$0,"R$4,600","R$3,600",R$70,"R$8,270"
Rio de Janeiro,159,3,2,0,5,acept,not furnished,"R$1,774","R$4,507",R$444,R$19,"R$6,744"
Sao Paulo,420,4,3,4,-,acept,not furnished,R$0,"R$15,000","R$1,250",R$226,"R$16,480"
Rio de Janeiro,88,3,1,2,5,acept,not furnished,R$685,"R$1,500",R$35,R$20,"R$2,240"
Porto Alegre,70,3,1,1,6,acept,not furnished,R$549,"R$1,135",R$0,R$5,"R$1,689"
Belo Horizonte,246,4,5,4,12,not acept,not furnished,"R$2,200","R$10,000",R$750,R$127,"R$13,080"
Campinas,53,2,1,1,1,acept,not furnished,R$550,"R$1,250",R$0,R$16,"R$1,816"
Belo Horizonte,22,1,1,1,19,not acept,not furnished,R$500,"R$2,200",R$0,R$28,"R$2,728"
Porto Alegre,80,1,1,0,-,acept,not furnished,R$0,"R$1,700",R$60,R$26,"R$1,786"
Sao Paulo,30,1,1,1,11,acept,furnished,R$500,"R$2,570",Incluso,R$8,"R$3,078"
Sao Paulo,157,3,5,3,1,acept,not furnished,"R$2,300","R$7,000",R$442,R$89,"R$9,831"
Belo Horizonte,450,3,3,8,-,acept,furnished,R$0,"R$5,015",R$400,R$76,"R$5,491"
Porto Alegre,90,3,2,0,-,acept,not furnished,R$295,"R$2,572",R$53,R$8,"R$2,928"
Rio de Janeiro,88,2,1,0,7,not acept,not furnished,R$800,"R$1,800",R$0,R$23,"R$2,623"
Sao Paulo,46,1,1,0,5,acept,furnished,"R$1,300","R$1,950",R$0,R$25,"R$3,275"
Belo Horizonte,189,4,2,2,4,acept,not furnished,"R$1,970","R$8,000",R$559,R$102,"R$10,630"
Rio de Janeiro,49,2,1,1,10,not acept,not furnished,R$395,"R$1,250",R$0,R$16,"R$1,661"
Belo Horizonte,180,3,2,2,2,acept,not furnished,"R$2,500","R$7,000","R$1,200",R$89,"R$10,790"
Rio de Janeiro,128,3,3,2,1,acept,not furnished,"R$1,090","R$7,000",R$500,R$89,"R$8,679"
Campinas,60,2,2,0,-,acept,not furnished,R$518,"R$1,300",R$170,R$10,"R$1,998"
Campinas,74,3,2,1,7,acept,not furnished,R$982,"R$1,710",R$48,R$22,"R$2,762"
Sao Paulo,80,1,1,1,10,acept,not furnished,"R$1,800","R$2,500",R$180,R$32,"R$4,512"
Sao Paulo,150,3,2,1,-,acept,not furnished,R$0,"R$2,500",R$0,R$38,"R$2,538"
Campinas,70,3,2,1,3,acept,not furnished,R$799,"R$1,900",R$182,R$25,"R$2,906"
Rio de Janeiro,113,3,2,2,2,acept,not furnished,"R$1,300","R$4,800",R$250,R$61,"R$6,411"
Sao Paulo,50,1,1,0,-,acept,not furnished,R$0,R$880,R$0,R$14,R$894
Porto Alegre,300,4,2,2,1,acept,furnished,"R$3,000","R$6,500","R$1,091",R$83,"R$10,670"
Porto Alegre,140,2,3,1,3,acept,furnished,"R$1,306","R$5,000",R$250,R$64,"R$6,620"
Sao Paulo,300,4,5,1,8,acept,furnished,"R$3,700","R$8,550",R$400,R$109,"R$12,760"
Campinas,350,5,4,8,-,not acept,not furnished,Sem info,"R$9,000",R$762,R$136,"R$9,898"
Sao Paulo,78,2,1,1,-,acept,not furnished,Sem info,"R$1,700",R$82,R$26,"R$1,808"
Belo Horizonte,110,2,2,0,18,acept,furnished,R$960,"R$4,200",R$218,R$54,"R$5,432"
Belo Horizonte,423,4,5,7,28,acept,not furnished,"R$5,785","R$14,000","R$2,647",R$178,"R$22,610"
Porto Alegre,110,1,1,0,20,acept,not furnished,R$923,"R$3,182",R$0,R$14,"R$4,119"
Rio de Janeiro,136,2,4,2,7,acept,not furnished,"R$1,540","R$4,800",R$242,R$61,"R$6,643"
Campinas,56,2,1,1,3,acept,not furnished,"R$1,091","R$1,700",R$72,R$22,"R$2,885"
Belo Horizonte,20,1,1,0,3,acept,furnished,R$402,"R$2,800",R$68,R$36,"R$3,306"
Porto Alegre,115,3,2,2,8,acept,not furnished,"R$1,900","R$2,900",R$400,R$37,"R$5,237"
Campinas,140,2,2,1,3,not acept,not furnished,"R$2,000","R$12,500",R$279,R$159,"R$14,940"
Belo Horizonte,64,2,1,1,2,acept,not furnished,R$500,"R$1,400",R$11,R$18,"R$1,929"
Rio de Janeiro,60,2,1,1,15,acept,furnished,R$990,"R$2,500",R$42,R$32,"R$3,564"
Belo Horizonte,132,3,2,1,11,acept,not furnished,"R$1,477","R$2,800",R$45,R$36,"R$4,358"
Campinas,210,4,3,3,11,acept,not furnished,"R$1,250","R$4,000",R$750,R$51,"R$6,051"
Sao Paulo,300,4,4,3,-,acept,furnished,R$0,"R$5,080",R$284,R$77,"R$5,441"
Campinas,130,3,2,2,-,acept,not furnished,R$0,"R$3,300",R$108,R$50,"R$3,458"
Sao Paulo,108,2,4,2,7,acept,not furnished,"R$1,289","R$4,430",R$522,R$57,"R$6,298"
Rio de Janeiro,75,2,2,1,4,acept,not furnished,R$926,"R$3,005",R$203,R$10,"R$4,144"
Belo Horizonte,250,3,3,3,-,acept,not furnished,R$0,"R$4,500",R$150,R$68,"R$4,718"
Belo Horizonte,55,1,1,0,5,acept,not furnished,R$473,R$500,R$17,R$7,R$997
Sao Paulo,129,3,2,3,5,not acept,furnished,"R$1,260","R$2,950",R$450,R$38,"R$4,698"
Belo Horizonte,158,4,4,3,5,acept,not furnished,"R$2,100","R$6,600",R$375,R$84,"R$9,159"
Belo Horizonte,100,3,3,2,1,acept,not furnished,"R$1,200","R$3,248",R$384,R$42,"R$4,874"
Sao Paulo,130,3,2,3,-,acept,furnished,R$0,"R$7,450",R$167,R$112,"R$7,729"
Campinas,25,1,1,0,-,acept,not furnished,R$20,"R$1,200",R$25,R$19,"R$1,264"
Porto Alegre,240,3,2,3,-,acept,not furnished,R$0,"R$9,265",R$525,R$140,"R$9,930"
Belo Horizonte,196,3,4,2,1,not acept,not furnished,"R$2,200","R$3,300",R$559,R$42,"R$6,101"
Sao Paulo,39,1,1,1,5,acept,not furnished,R$460,"R$3,300",R$157,R$42,"R$3,959"
Campinas,46,2,1,1,3,acept,not furnished,R$250,R$970,R$42,R$13,"R$1,275"
Belo Horizonte,120,3,2,0,1,acept,not furnished,R$0,"R$2,500",R$84,R$38,"R$2,622"
Campinas,270,2,2,3,17,acept,not furnished,"R$2,200","R$8,650",R$0,R$110,"R$10,960"
Sao Paulo,700,4,10,0,-,acept,not furnished,R$0,"R$15,000","R$8,750",R$226,"R$23,980"
Porto Alegre,462,4,7,4,-,acept,not furnished,Incluso,"R$5,000",R$590,R$76,"R$5,666"
Rio de Janeiro,35,1,1,1,9,acept,furnished,R$475,"R$3,150",R$0,R$23,"R$3,648"
Campinas,90,3,3,2,12,not acept,not furnished,R$897,"R$3,500",R$0,R$45,"R$4,442"
Campinas,98,3,2,2,1,acept,not furnished,"R$1,400","R$1,760",R$383,R$23,"R$3,566"
Sao Paulo,159,2,2,1,8,acept,furnished,"R$1,236","R$4,200",R$251,R$54,"R$5,741"
Porto Alegre,115,3,5,2,10,acept,not furnished,"R$1,830","R$7,000",R$495,R$89,"R$9,414"
Sao Paulo,400,3,3,1,3,acept,not furnished,"R$3,000","R$11,000",R$142,R$140,"R$14,280"
Rio de Janeiro,60,2,1,1,9,not acept,not furnished,R$498,"R$1,317",R$25,R$17,"R$1,857"
Rio de Janeiro,220,3,4,3,11,acept,furnished,"R$3,300","R$8,000","R$1,000",R$102,"R$12,400"
Porto Alegre,67,2,1,1,4,acept,not furnished,"R$1,500","R$2,099",R$250,R$27,"R$3,876"
Porto Alegre,165,3,4,3,7,acept,not furnished,"R$1,700","R$4,500",R$573,R$58,"R$6,831"
Porto Alegre,100,2,4,0,1,acept,not furnished,R$0,"R$3,000",R$0,R$39,"R$3,039"
Porto Alegre,55,1,2,1,2,acept,not furnished,"R$1,317","R$2,576",R$230,R$10,"R$4,133"
Belo Horizonte,35,1,1,1,2,acept,not furnished,R$254,R$600,R$92,R$8,R$954
Sao Paulo,51,1,1,1,10,acept,furnished,R$630,"R$3,700",R$0,R$47,"R$4,377"
Porto Alegre,73,2,2,1,13,acept,not furnished,R$700,"R$1,250",R$150,R$16,"R$2,116"
Campinas,320,5,5,4,4,acept,not furnished,"R$5,800","R$5,500","R$1,500",R$70,"R$12,870"
Porto Alegre,35,1,1,1,7,acept,not furnished,R$380,"R$2,300",R$100,R$30,"R$2,810"
Sao Paulo,46,1,1,0,3,acept,not furnished,R$100,"R$1,600",R$0,R$21,"R$1,721"
Belo Horizonte,350,4,3,4,-,not acept,not furnished,R$500,"R$6,000",R$500,R$91,"R$7,091"
Sao Paulo,340,4,4,3,2,acept,not furnished,R$0,"R$14,000",R$834,R$178,"R$15,010"
Sao Paulo,28,1,1,1,4,not acept,furnished,"R$1,590","R$1,899",R$198,R$5,"R$3,692"
Rio de Janeiro,125,3,2,2,-,acept,furnished,Sem info,"R$3,000",R$150,R$46,"R$3,196"
Rio de Janeiro,44,1,1,1,3,acept,not furnished,R$560,"R$3,450",R$0,R$13,"R$4,023"
Sao Paulo,95,2,1,1,15,acept,not furnished,R$900,"R$3,000",R$67,R$39,"R$4,006"
Campinas,310,3,4,3,8,acept,not furnished,"R$2,400","R$4,500",R$900,R$58,"R$7,858"
Campinas,48,2,1,0,3,acept,not furnished,R$100,"R$1,350",R$0,R$18,"R$1,468"
Sao Paulo,30,4,4,2,-,acept,furnished,R$0,"R$5,000","R$4,247",R$76,"R$9,323"
Campinas,46,1,1,1,10,acept,not furnished,R$550,R$580,R$43,R$8,"R$1,181"
Porto Alegre,141,3,2,2,4,acept,not furnished,"R$1,650","R$7,400",R$0,R$94,"R$9,144"
Rio de Janeiro,58,1,1,1,17,acept,not furnished,R$610,"R$1,600",R$89,R$21,"R$2,320"
Sao Paulo,48,2,1,0,-,acept,not furnished,R$100,"R$1,350",R$0,R$18,"R$1,468"
Rio de Janeiro,560,5,5,6,-,acept,not furnished,R$0,"R$15,000","R$1,917",R$226,"R$17,140"
Sao Paulo,98,3,2,1,9,acept,not furnished,"R$1,350","R$5,500",R$200,R$70,"R$7,120"
Rio de Janeiro,340,3,4,4,2,not acept,not furnished,"R$7,000","R$12,500","R$3,084",R$159,"R$22,740"
Sao Paulo,224,4,4,3,2,acept,furnished,"R$2,900","R$9,350",R$917,R$119,"R$13,290"
Belo Horizonte,50,1,1,1,3,acept,not furnished,R$392,R$800,R$320,R$11,"R$1,523"
Sao Paulo,250,3,4,3,8,acept,not furnished,"R$2,700","R$7,000","R$1,167",R$89,"R$10,960"
Belo Horizonte,100,2,2,1,6,acept,not furnished,"R$1,050","R$4,000",R$240,R$51,"R$5,341"
Campinas,600,3,3,4,-,acept,not furnished,R$0,"R$6,800",R$966,R$103,"R$7,869"
Rio de Janeiro,114,3,2,1,4,acept,not furnished,R$967,"R$1,400",R$176,R$18,"R$2,561"
Porto Alegre,67,2,1,1,2,acept,not furnished,R$500,"R$1,230",R$42,R$16,"R$1,788"
Porto Alegre,160,4,3,2,9,acept,furnished,"R$2,800","R$10,330",R$286,R$131,"R$13,550"
Porto Alegre,130,2,2,1,17,acept,not furnished,R$993,"R$5,600",R$75,R$71,"R$6,739"
Porto Alegre,114,1,1,1,6,acept,not furnished,R$987,"R$2,800",R$208,R$36,"R$4,031"
Sao Paulo,52,2,1,1,4,acept,not furnished,Incluso,"R$1,450",R$0,R$19,"R$1,469"
Belo Horizonte,31,1,1,0,6,acept,furnished,R$430,"R$2,300",R$0,R$30,"R$2,760"
Rio de Janeiro,78,2,1,1,1,acept,not furnished,R$410,"R$2,500",R$0,R$32,"R$2,942"
Campinas,60,2,2,1,3,acept,furnished,R$900,"R$5,700",R$212,R$73,"R$6,885"
Sao Paulo,40,1,1,0,5,acept,not furnished,R$578,"R$2,390",R$0,R$31,"R$2,999"
Campinas,145,4,4,3,14,acept,not furnished,"R$1,663","R$4,500",R$584,R$58,"R$6,805"
Campinas,127,2,3,2,2,acept,not furnished,"R$1,910","R$6,900",R$500,R$88,"R$9,398"
Porto Alegre,330,4,5,4,13,acept,not furnished,"R$2,870","R$10,000","R$1,119",R$127,"R$14,120"
